customer_id,n_months,sum_total_comission,comission_per_month,comission_per_month_share
5568.0,4,3.1899999999999995,0.7974999999999999,0.0011341642628595534
6763.0,4,1.45,0.3625,0.0005155292103907061
6816.0,1,0.29,0.29,0.0004124233683125649
22350.0,4,0.8699999999999999,0.21749999999999997,0.00030931752623442364
40800.0,6,435.75359999999995,72.62559999999999,0.10328446406110695
42970.0,3,1.7399999999999998,0.58,0.0008248467366251298
54560.0,2,0.58,0.29,0.0004124233683125649
77430.0,2,0.8699999999999999,0.43499999999999994,0.0006186350524688473
155646.0,5,0.29,0.057999999999999996,8.248467366251297e-05
158526.0,5,0.29,0.057999999999999996,8.248467366251297e-05
168156.0,1,3.19,3.19,0.004536657051438213
177056.0,6,0.87,0.145,0.00020621168415628244
183816.0,3,0.8699999999999999,0.29,0.0004124233683125649
191676.0,2,1.4499999999999997,0.7249999999999999,0.001031058420781412
268640.0,1,0.29,0.29,0.0004124233683125649
270360.0,1,39.55,39.55,0.056246014540558414
293360.0,1,1.16,1.16,0.0016496934732502595
316560.0,5,4.7805,0.9561,0.0013597171808401491
326380.0,6,0.29,0.04833333333333333,6.873722805209415e-05
354520.0,2,0.29,0.145,0.00020621168415628244
358110.0,4,83.28999999999999,20.822499999999998,0.029612708919615108
358430.0,6,0.29,0.04833333333333333,6.873722805209415e-05
369990.0,6,0.29,0.04833333333333333,6.873722805209415e-05
370580.0,6,8.41,1.4016666666666666,0.00199337961351073
390660.0,6,2.9,0.48333333333333334,0.0006873722805209414
393180.0,4,888.6444399999999,222.16110999999998,0.31594632170433873
430360.0,6,328.2,54.699999999999996,0.07779158016102516
432900.0,4,1.16,0.29,0.0004124233683125649
439330.0,4,123.32999999999998,30.832499999999996,0.04384842587412812
444770.0,6,0.8699999999999999,0.145,0.00020621168415628244
454350.0,5,1.16,0.23199999999999998,0.0003299386946500519
464260.0,3,0.29,0.09666666666666666,0.0001374744561041883
473492.0,6,0.29,0.04833333333333333,6.873722805209415e-05
487642.0,1,0.29,0.29,0.0004124233683125649
503632.0,3,3.77,1.2566666666666666,0.0017871679293544479
508482.0,6,125.1,20.849999999999998,0.029651818032127505
532892.0,4,1.4499999999999997,0.36249999999999993,0.000515529210390706
547062.0,6,0.29,0.04833333333333333,6.873722805209415e-05
547162.0,6,0.58,0.09666666666666666,0.0001374744561041883
549682.0,4,3.1899999999999995,0.7974999999999999,0.0011341642628595534
565112.0,6,0.58,0.09666666666666666,0.0001374744561041883
567262.0,6,4.64,0.7733333333333333,0.0010997956488335064
568622.0,3,4.93,1.6433333333333333,0.002337065753771201
573082.0,5,0.29,0.057999999999999996,8.248467366251297e-05
605802.0,6,19.529999999999998,3.2549999999999994,0.004629096771922064
686412.0,6,3.7699999999999996,0.6283333333333333,0.0008935839646772239
704862.0,6,0.29,0.04833333333333333,6.873722805209415e-05
710992.0,1,1.16,1.16,0.0016496934732502595
712892.0,5,5.51,1.1019999999999999,0.0015672087995877463
737722.0,3,0.0,0.0,0.0
754692.0,5,5.22,1.044,0.0014847241259252335
760692.0,3,1.16,0.38666666666666666,0.0005498978244167532
766092.0,4,0.29,0.0725,0.00010310584207814122
778342.0,2,1.16,0.58,0.0008248467366251298
783222.0,2,1.16,0.58,0.0008248467366251298
791402.0,4,62.63999999999999,15.659999999999998,0.0222708618888785
798902.0,1,0.268,0.268,0.0003811360783026462
799442.0,1,0.29,0.29,0.0004124233683125649
805932.0,3,0.8699999999999999,0.29,0.0004124233683125649
820392.0,6,21.75,3.625,0.0051552921039070615
821072.0,6,8.7,1.45,0.0020621168415628243
845222.0,4,0.58,0.145,0.00020621168415628244
847792.0,6,2.52,0.42,0.0005973028092802664
851632.0,5,5.22,1.044,0.0014847241259252335
862852.0,4,0.58,0.145,0.00020621168415628244
875042.0,6,2.8999999999999995,0.4833333333333332,0.0006873722805209413
972876.0,4,1.7399999999999998,0.43499999999999994,0.0006186350524688473
974566.0,3,0.29,0.09666666666666666,0.0001374744561041883
977806.0,6,0.58,0.09666666666666666,0.0001374744561041883
985356.0,3,0.29,0.09666666666666666,0.0001374744561041883
1016066.0,6,172.88958,28.81493,0.040979139614795775
1022986.0,3,0.58,0.19333333333333333,0.0002749489122083766
1026266.0,3,0.87,0.29,0.0004124233683125649
1028906.0,6,0.8699999999999999,0.145,0.00020621168415628244
1029306.0,4,19.14,4.785,0.006804985577157321
1059986.0,1,0.29,0.29,0.0004124233683125649
1074736.0,6,13.149999999999999,2.1916666666666664,0.003116877754775993
1087676.0,2,0.39,0.195,0.00027731916145155226
1089376.0,3,0.0,0.0,0.0
1094786.0,2,0.29,0.145,0.00020621168415628244
1095976.0,4,3.7699999999999996,0.9424999999999999,0.0013403759470158357
1107296.0,2,375.60999999999996,187.80499999999998,0.2670867954687629
1121306.0,2,213.54,106.77,0.15184290701631914
1123876.0,6,0.29,0.04833333333333333,6.873722805209415e-05
1131066.0,6,0.29,0.04833333333333333,6.873722805209415e-05
1132046.0,2,100.63,50.315,0.07155545440223
1144546.0,2,148.76999999999998,74.38499999999999,0.10578659397217288
1169686.0,1,0.29,0.29,0.0004124233683125649
1234326.0,2,0.58,0.29,0.0004124233683125649
1240836.0,4,2.9,0.725,0.0010310584207814122
1261256.0,2,62.349999999999994,31.174999999999997,0.044335512093600725
1263776.0,4,0.8699999999999999,0.21749999999999997,0.00030931752623442364
1264226.0,6,0.29,0.04833333333333333,6.873722805209415e-05
1277336.0,2,0.29,0.145,0.00020621168415628244
1452466.0,2,18.728659999999998,9.364329999999999,0.013317477657208277
1466506.0,4,11.621839999999999,2.9054599999999997,0.004131998619646292
1474036.0,6,13.629999999999999,2.2716666666666665,0.003230649718448425
1486326.0,4,0.8699999999999999,0.21749999999999997,0.00030931752623442364
1494956.0,2,0.29,0.145,0.00020621168415628244
1518546.0,3,1.16,0.38666666666666666,0.0005498978244167532
1525156.0,5,0.0,0.0,0.0
1530836.0,3,4.811579999999999,1.6038599999999998,0.0022809287706958285
1536466.0,1,0.29,0.29,0.0004124233683125649
1540716.0,6,22.33,3.7216666666666662,0.005292766560011249
1543296.0,4,21.17,5.2925,0.007526726471704309
1545316.0,4,31.163459999999993,7.790864999999998,0.011079775121960242
1545366.0,6,11.6,1.9333333333333333,0.0027494891220837658
1549276.0,1,0.8699999999999999,0.8699999999999999,0.0012372701049376946
1549346.0,2,0.58,0.29,0.0004124233683125649
1558966.0,5,0.58,0.11599999999999999,0.00016496934732502594
1562006.0,2,0.29,0.145,0.00020621168415628244
1566766.0,1,0.25,0.25,0.00035553738647634903
1585516.0,2,0.29,0.145,0.00020621168415628244
1588596.0,4,1.16,0.29,0.0004124233683125649
1600516.0,5,16.53,3.306,0.00470162639876324
1614756.0,4,0.0,0.0,0.0
1616036.0,1,0.29,0.29,0.0004124233683125649
1618126.0,3,0.29,0.09666666666666666,0.0001374744561041883
1626206.0,3,0.29,0.09666666666666666,0.0001374744561041883
1631176.0,6,3.8,0.6333333333333333,0.0009006947124067508
1634866.0,1,0.58,0.58,0.0008248467366251298
1641736.0,5,1.7399999999999998,0.348,0.0004949080419750779
1650266.0,2,158.72194,79.36097,0.11286316744811176
1667386.0,3,80.38521999999999,26.79507333333333,0.03810660137350179
1671956.0,6,41.33934,6.88989,0.009798453934838131
1680456.0,1,0.29,0.29,0.0004124233683125649
1683186.0,6,2.9,0.48333333333333334,0.0006873722805209414
1690206.0,4,0.8699999999999999,0.21749999999999997,0.00030931752623442364
1691426.0,1,0.58,0.58,0.0008248467366251298
1693346.0,5,0.8699999999999999,0.174,0.00024745402098753894
1696646.0,4,2.32,0.58,0.0008248467366251298
1706176.0,2,0.58,0.29,0.0004124233683125649
1708556.0,3,2.6512599999999997,0.8837533333333333,0.0012568294016923802
1708606.0,1,0.29,0.29,0.0004124233683125649
1709816.0,4,29.869999999999997,7.467499999999999,0.010619901734048545
1717266.0,1,0.29,0.29,0.0004124233683125649
1720016.0,3,2.33,0.7766666666666667,0.0011045361473198576
1722326.0,4,2.61,0.6525,0.000927952578703271
1722906.0,1,0.29,0.29,0.0004124233683125649
1725226.0,6,36.83,6.138333333333333,0.008729627962615956
1727936.0,6,15.079999999999998,2.513333333333333,0.0035743358587088958
1729056.0,5,4.64,0.9279999999999999,0.0013197547786002076
1751386.0,2,4.64,2.32,0.003299386946500519
1760956.0,4,0.29,0.0725,0.00010310584207814122
1760996.0,3,0.29,0.09666666666666666,0.0001374744561041883
1763036.0,4,4.64,1.16,0.0016496934732502595
1771276.0,2,35.1,17.55,0.024958724530639707
1774966.0,4,1.16,0.29,0.0004124233683125649
1778916.0,1,1.45,1.45,0.0020621168415628243
1782656.0,6,0.58,0.09666666666666666,0.0001374744561041883
1789496.0,4,0.8699999999999999,0.21749999999999997,0.00030931752623442364
1792476.0,5,3.19,0.638,0.0009073314102876428
1795806.0,2,0.8699999999999999,0.43499999999999994,0.0006186350524688473
